module,type,name,res_id,src,value,comments
base,model,"ir.model.fields,field_description",base.field_ir_act_server_model_id,Model,Model,
base,model,"ir.model.fields,field_description",base.field_ir_act_server_model_name,Model,Model,
base,model,"ir.model.fields,field_description",base.field_ir_cron_crud_model_name,Model,Model,
base,model,"ir.model.fields,field_description",base.field_ir_cron_model_id,Model,Model,
base,model,"ir.model.fields,field_description",base.field_ir_cron_model_name,Model,Model,
base,model,"ir.model.fields,field_description",base.field_ir_filters_model_id,Model,Model,
base,model,"ir.model.fields,field_description",base.field_ir_model_constraint_model,Model,Model,
base,model,"ir.model.fields,field_description",base.field_ir_model_fields_model_id,Model,Model,
base,model,"ir.model.fields,field_description",base.field_ir_model_model,Model,Model,
base,model,"ir.model.fields,field_description",base.field_ir_model_relation_model,Model,Model,
base,model,"ir.model.fields,field_description",base.field_ir_ui_view_model,Model,Model,
base,model,"ir.model.fields,field_description",base.field_ir_ui_view_model_ids,Model,Model,
base,model,"ir.ui.view,arch_db",base.act_report_xml_search_view,Model,Model,
base,model,"ir.ui.view,arch_db",base.ir_filters_view_search,Model,Model,
base,model,"ir.ui.view,arch_db",base.view_model_search,Model,Model,
base,model,"ir.ui.view,arch_db",base.view_server_action_search,Model,Model,
base,model,"ir.ui.view,arch_db",base.view_translation_search,Model,Model,
base,code,addons/base/ir/ir_model.py,479,Model %s does not exist,Model %s does not exist,
base,code,addons/base/ir/ir_model.py,643,Model %s does not exist!,El model %s no existeix!,
base,code,addons/base/ir/ir_model.py,179,Model '%s' contains module data and cannot be removed!,El model '%s' conte un mòdul de dades i no pot ser eliminat!,
base,model,"ir.actions.act_window,name",base.action_model_constraint,Model Constraints,Restriccions del model,
base,model,"ir.ui.menu,name",base.ir_model_constraint_menu,Model Constraints,Restriccions del model,
base,model,"ir.ui.view,arch_db",base.view_model_constraint_form,Model Constraints,Restriccions del model,
base,model,"ir.ui.view,arch_db",base.view_model_constraint_list,Model Constraints,Restriccions del model,
base,model,"ir.model.fields,field_description",base.field_ir_ui_view_model_data_id,Model Data,Model de dades,
base,model,"ir.model.fields,field_description",base.field_ir_model_name,Model Description,Descripció del model,
base,model,"ir.ui.view,arch_db",base.view_model_form,Model Description,Descripció del model,
base,model,"ir.ui.view,arch_db",base.view_model_search,Model Description,Descripció del model,
base,model,"ir.ui.view,arch_db",base.view_model_tree,Model Description,Descripció del model,
base,model,"ir.model.fields,field_description",base.field_ir_model_data_model,Model Name,Nom del model,
base,model,"ir.actions.report,name",base.report_ir_model_overview,Model Overview,Informació general del model,
base,model,"ir.model.fields,help",base.field_ir_act_server_crud_model_id,Model for record creation / update. Set this field only to specify a different model than the base model.,Model per la creació  / actualització del registre. Estableixi aquest camp només per especificar un model diferent que el model base.,
base,model,"ir.model.fields,help",base.field_ir_cron_crud_model_id,Model for record creation / update. Set this field only to specify a different model than the base model.,Model per la creació  / actualització del registre. Estableixi aquest camp només per especificar un model diferent que el model base.,
base,model,"ir.model.fields,help",base.field_ir_act_window_res_model,Model name of the object to open in the view window,Nom del model de l'objecte a obrir a la finestra de la vista.,
base,code,addons/base/ir/ir_ui_view.py,787,Model not found: %(model)s,Model no trobat: %(model)s,
base,code,addons/base/ir/ir_ui_view.py,1009,Model not found: %(model)s,Model no trobat: %(model)s,
base,model,"ir.model.fields,help",base.field_ir_act_server_model_id,Model on which the server action runs.,Model on which the server action runs.,
base,model,"ir.model.fields,help",base.field_ir_cron_model_id,Model on which the server action runs.,Model on which the server action runs.,
base,model,"ir.actions.act_window,name",base.action_model_model,Models,Models,
base,model,"ir.model,name",base.model_ir_model,Models,Models,
base,model,"ir.ui.menu,name",base.ir_model_model_menu,Models,Models,
base,model,"ir.ui.view,arch_db",base.view_base_module_uninstall,Models,Models,
base,model,"ir.model,name",base.model_ir_module_module,Module,Mòdul,
base,model,"ir.model.fields,field_description",base.field_base_module_uninstall_module_id,Module,Mòdul,
base,model,"ir.model.fields,field_description",base.field_ir_model_constraint_module,Module,Mòdul,
base,model,"ir.model.fields,field_description",base.field_ir_model_data_module,Module,Mòdul,
base,model,"ir.model.fields,field_description",base.field_ir_model_relation_module,Module,Mòdul,
base,model,"ir.model.fields,field_description",base.field_ir_module_module_dependency_module_id,Module,Mòdul,
base,model,"ir.model.fields,field_description",base.field_ir_module_module_exclusion_module_id,Module,Mòdul,
base,model,"ir.model.fields,field_description",base.field_ir_translation_module,Module,Mòdul,
base,model,"ir.ui.view,arch_db",base.module_form,Module,Mòdul,
base,model,"ir.ui.view,arch_db",base.report_irmodulereference,Module,Mòdul,
base,model,"ir.ui.view,arch_db",base.view_model_data_search,Module,Mòdul,
base,model,"ir.ui.view,arch_db",base.view_module_filter,Module,Mòdul,
base,model,"ir.ui.view,arch_db",base.view_module_category_form,Module Category,Categoria del mòdul,
base,model,"ir.ui.view,arch_db",base.view_module_category_tree,Module Category,Categoria del mòdul,
base,model,"ir.model.fields,field_description",base.field_ir_module_module_shortdesc,Module Name,Nom del mòdul,
base,model,"ir.ui.view,arch_db",base.module_form,Module Name,Nom del mòdul,
base,model,"ir.model,name",base.model_base_module_uninstall,Module Uninstallation,Module Uninstallation,
base,model,"ir.actions.act_window,name",base.action_view_base_module_update,Module Update,Actualitzar mòdul,
base,model,"ir.ui.view,arch_db",base.view_base_module_update,Module Update Result,Resultat d'actualització de mòdul,
base,model,"ir.model,name",base.model_base_module_upgrade,Module Upgrade,Actualització de mòdul,
base,model,"ir.actions.act_window,name",base.action_view_base_module_upgrade_install,Module Upgrade Install,Instal·la actualitza mòdul,
base,model,"ir.model,name",base.model_ir_module_module_dependency,Module dependency,Dependència del mòdul,
base,model,"ir.model,name",base.model_ir_module_module_exclusion,Module exclusion,Module exclusion,
base,code,addons/convert.py,832,"Module loading %s failed: file %s could not be processed:
 %s","Module loading %s failed: file %s could not be processed:
 %s",
base,model,"ir.model.fields,help",base.field_ir_translation_module,Module this term belongs to,Mòdul al qual pertany aquest terme,
base,model,"ir.model.fields,field_description",base.field_ir_module_category_module_ids,Modules,Mòduls,
base,code,addons/base/module/module.py,411,"Modules ""%s"" and ""%s"" are incompatible.","Modules ""%s"" and ""%s"" are incompatible.",
base,model,"res.country,name",base.md,Moldova,Moldova,
base,model,"res.country,name",base.mc,Monaco,Mònaco,
base,model,"res.country,name",base.mn,Mongolia,Mongòlia,
base,model,"res.country,name",base.me,Montenegro,Montenegro,
base,model,"ir.ui.view,arch_db",base.ir_logging_search_view,Month,Mes,
base,model,"ir.ui.view,arch_db",base.sequence_view,Month: %(month)s,Mes: %(month)s,
base,selection,"ir.cron,interval_type",0,Months,Mesos,
base,model,"res.country,name",base.ms,Montserrat,Montserrat,
base,model,"res.country,name",base.ma,Morocco,Marroc,
base,model,"res.country,name",base.mz,Mozambique,Moçambic,
base,model,"res.partner.title,shortcut",base.res_partner_title_mister,Mr.,Sr.,
base,model,"res.partner.title,shortcut",base.res_partner_title_madam,Mrs.,Sra.,
base,model,"ir.ui.view,arch_db",base.view_users_form,Multi Companies,Multi companyies,
base,model,"res.groups,name",base.group_multi_company,Multi Companies,Multi companyies,
base,model,"res.groups,name",base.group_multi_currency,Multi Currencies,Monedes múltiples,
base,model,"ir.module.module,shortdesc",base.module_l10n_multilang,Multi Language Chart of Accounts,Pla comptable plurilingüe,
base,model,"ir.ui.view,arch_db",base.view_attachment_search,My Document(s),Els meus documents,
base,model,"ir.ui.view,arch_db",base.view_res_partner_filter,My Partners,Les meves empreses,
base,model,"ir.ui.view,arch_db",base.ir_filters_view_search,My filters,Els meus filtres,
base,model,"res.country,name",base.mm,Myanmar,Myanmar,
base,model,"res.partner.industry,full_name",base.res_partner_industry_N,N ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,N ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,
base,model,"res.country,vat_label",base.gt,NIT,NIT,
base,model,"ir.model.fields,field_description",base.field_ir_act_report_xml_name,Name,Nom,
base,model,"ir.model.fields,field_description",base.field_ir_actions_name,Name,Nom,
base,model,"ir.model.fields,field_description",base.field_ir_actions_name_271,Name,Nom,
base,model,"ir.model.fields,field_description",base.field_ir_actions_todo_name,Name,Nom,
base,model,"ir.model.fields,field_description",base.field_ir_cron_cron_name,Name,Nom,
base,model,"ir.model.fields,field_description",base.field_ir_logging_name,Name,Nom,
base,model,"ir.model.fields,field_description",base.field_ir_model_access_name,Name,Nom,
base,model,"ir.model.fields,field_description",base.field_ir_module_category_name,Name,Nom,
base,model,"ir.model.fields,field_description",base.field_ir_module_module_dependency_name,Name,Nom,
base,model,"ir.model.fields,field_description",base.field_ir_module_module_exclusion_name,Name,Nom,
base,model,"ir.model.fields,field_description",base.field_ir_property_name,Name,Nom,
base,model,"ir.model.fields,field_description",base.field_ir_rule_name,Name,Nom,
base,model,"ir.model.fields,field_description",base.field_ir_sequence_name,Name,Nom,
base,model,"ir.model.fields,field_description",base.field_report_paperformat_name,Name,Nom,
base,model,"ir.model.fields,field_description",base.field_res_bank_name,Name,Nom,
base,model,"ir.model.fields,field_description",base.field_res_country_group_name,Name,Nom,
base,model,"ir.model.fields,field_description",base.field_res_groups_name,Name,Nom,
base,model,"ir.model.fields,field_description",base.field_res_lang_name,Name,Nom,
base,model,"ir.model.fields,field_description",base.field_res_partner_bank_bank_name,Name,Nom,
base,model,"ir.model.fields,field_description",base.field_res_partner_industry_name,Name,Nom,
base,model,"ir.model.fields,field_description",base.field_res_partner_name,Name,Nom,
base,model,"ir.model.fields,field_description",base.field_res_request_link_name,Name,Nom,
base,model,"ir.model.fields,field_description",base.field_res_users_name,Name,Nom,
base,model,"ir.ui.view,arch_db",base.ir_property_view_search,Name,Nom,
base,model,"ir.ui.view,arch_db",base.report_irmodulereference,Name,Nom,
base,model,"ir.ui.view,arch_db",base.view_partner_form,Name,Nom,
base,model,"ir.ui.view,arch_db",base.view_partner_short_form,Name,Nom,
base,model,"ir.ui.view,arch_db",base.view_partner_simple_form,Name,Nom,
base,model,"ir.ui.view,arch_db",base.view_partner_tree,Name,Nom,
base,model,"ir.ui.view,arch_db",base.report_irmodeloverview,Name:,Nom:,
base,model,"res.country,name",base.na,Namibia,Namíbia,
base,model,"res.country,name",base.nr,Nauru,Nauru,
base,model,"res.country,name",base.np,Nepal,Nepal,
base,model,"res.country,name",base.nl,Netherlands,Països Baixos,
base,model,"ir.module.module,shortdesc",base.module_l10n_nl,Netherlands - Accounting,Països Baixos - Comptabilitat,
base,model,"res.country,name",base.nc,New Caledonia,New Caledonia,
base,code,addons/base/module/wizard/base_export_language.py,18,New Language (Empty translation template),Nou Idioma (Plantilla de traducció buida),
base,model,"ir.model.fields,field_description",base.field_change_password_user_new_passwd,New Password,Nova Contrasenya,
base,selection,"ir.actions.act_url,target",0,New Window,Nova finestra,
base,selection,"ir.actions.act_window,target",0,New Window,Nova finestra,
base,selection,"ir.actions.client,target",0,New Window,Nova finestra,
base,model,"res.country,name",base.nz,New Zealand,Nova Zelanda,
base,model,"ir.module.module,shortdesc",base.module_l10n_nz,New Zealand - Accounting,Nova Zelanda - Comptabilitat,
base,model,"ir.module.module,summary",base.module_website_blog,"News, Blogs, Announces, Discussions","Notícies, blogs, anuncis, discussió",
base,model,"ir.model.fields,field_description",base.field_ir_cron_nextcall,Next Execution Date,Següent data d'execució,
base,model,"ir.model.fields,field_description",base.field_ir_sequence_date_range_number_next,Next Number,Pròxim número,
base,model,"ir.model.fields,field_description",base.field_ir_sequence_date_range_number_next_actual,Next Number,Pròxim número,
base,model,"ir.model.fields,field_description",base.field_ir_sequence_number_next,Next Number,Pròxim número,
base,model,"ir.model.fields,field_description",base.field_ir_sequence_number_next_actual,Next Number,Pròxim número,
base,model,"ir.model.fields,help",base.field_ir_sequence_date_range_number_next,Next number of this sequence,Pròxim número d'aquesta seqüència,
base,model,"ir.model.fields,help",base.field_ir_sequence_number_next,Next number of this sequence,Pròxim número d'aquesta seqüència,
base,model,"ir.model.fields,help",base.field_ir_sequence_date_range_number_next_actual,Next number that will be used. This number can be incremented frequently so the displayed value might already be obsolete,"Pròxim número que s'utilitzarà. Aquest número pot incrementar-se freqüentment, pel qual el valor mostrat pot estar ja obsolet.",
base,model,"ir.model.fields,help",base.field_ir_sequence_number_next_actual,Next number that will be used. This number can be incremented frequently so the displayed value might already be obsolete,"Pròxim número que s'utilitzarà. Aquest número pot incrementar-se freqüentment, pel qual el valor mostrat pot estar ja obsolet.",
base,model,"ir.model.fields,help",base.field_ir_cron_nextcall,Next planned execution date for this job.,Propera data d'execució prevista per aquest treball.,
base,model,"res.country,name",base.ni,Nicaragua,Nicaragua,
base,model,"res.country,name",base.ne,Niger,Níger,
base,model,"res.country,name",base.ng,Nigeria,Nigèria,
base,model,"res.country,name",base.nu,Niue,Niue,
base,model,"ir.ui.view,arch_db",base.res_config_settings_view_form,No Record Found,No Record Found,
base,code,addons/models.py,1353,No default view of type '%s' could be found !,No s'ha pogut trobar una vista per defecte de tipus '%s'!,
base,selection,"ir.sequence,implementation",0,No gap,No hi ha espai,
base,code,addons/fields.py,2249,No inverse field %r found for %r,No s'ha trobat cap camp invers %r per a %r,
base,code,addons/base/module/wizard/base_update_translations.py,25,"No language with code ""%s"" exists","No existeix un idioma amb codi ""%s""",
base,code,addons/base/ir/ir_fields.py,356,No matching record found for %(field_type)s '%(value)s' in field '%%(field)s',No s'han trobat registres coincidents per %(field_type)s '%(value)s' al camp '%%(field)s',
base,model,"ir.model.fields,field_description",base.field_ir_model_data_noupdate,Non Updatable,No actualitzable,
base,model,"ir.ui.view,arch_db",base.view_groups_search,Non-Portal Groups,Non-Portal Groups,
base,code,addons/base/ir/ir_model.py,446,Non-relational field %r in dependency %r,Camp no relacional %r en dependència %r,
base,code,addons/base/ir/ir_model.py,403,Non-relational field name '%s' in related field '%s',El nom del camp '%s' és no relacional en el camp relacionat '%s',
base,selection,"ir.mail_server,smtp_encryption",0,None,Cap,
base,model,"res.country,name",base.nf,Norfolk Island,Illa Norfolk,
base,model,"res.country,name",base.kp,North Korea,Corea del Nord,
base,model,"res.country,name",base.mp,Northern Mariana Islands,Illes Marianes del Nord,
base,model,"res.country,name",base.no,Norway,Noruega,
base,model,"ir.module.module,shortdesc",base.module_l10n_no,Norway - Accounting,Noruega - Comptabilitat,
base,selection,"ir.module.module,state",0,Not Installed,No instal·lat,
base,selection,"ir.module.module.dependency,state",0,Not Installed,No instal·lat,
base,selection,"ir.module.module.exclusion,state",0,Not Installed,No instal·lat,
base,model,"ir.ui.view,arch_db",base.view_module_filter,Not Installed,No instal·lat,
base,model,"ir.model.fields,field_description",base.field_res_partner_comment,Notes,Notes,
base,model,"ir.model.fields,field_description",base.field_res_users_comment,Notes,Notes,
base,model,"ir.ui.view,arch_db",base.view_groups_form,Notes,Notes,
base,model,"ir.ui.view,arch_db",base.view_model_form,Notes,Notes,
base,model,"ir.model.fields,field_description",base.field_ir_module_category_module_nr,Number of Apps,Nombre d'aplicacions,
base,model,"ir.model.fields,field_description",base.field_ir_cron_numbercall,Number of Calls,Nombre de trucades,
base,model,"ir.model.fields,field_description",base.field_res_users_companies_count,Number of Companies,Nombre de companyies,
base,model,"ir.model.fields,field_description",base.field_base_module_update_added,Number of modules added,Nombre de mòduls afegits,
base,model,"ir.model.fields,field_description",base.field_base_module_update_updated,Number of modules updated,Nombre de mòduls actualitzats,
base,model,"res.partner.industry,full_name",base.res_partner_industry_O,O PUBLIC ADMINISTRATION AND DEFENCE;COMPULSORY SOCIAL SECURITY,O PUBLIC ADMINISTRATION AND DEFENCE;COMPULSORY SOCIAL SECURITY,
base,model,"ir.module.module,shortdesc",base.module_auth_oauth,OAuth2 Authentication,Autenticació  OAuth2,
base,model,"ir.module.module,shortdesc",base.module_l10n_syscohada,OHADA - Accounting,OHADA - Comptabilitat,
base,model,"ir.model.fields,field_description",base.field_ir_model_access_model_id,Object,Objecte,
base,model,"ir.model.fields,field_description",base.field_ir_rule_model_id,Object,Objecte,
base,model,"ir.model.fields,field_description",base.field_res_request_link_object,Object,Objecte,
base,selection,"ir.translation,type",0,Object,Objecte,
base,model,"ir.ui.view,arch_db",base.ir_access_view_search,Object,Objecte,
base,model,"ir.ui.view,arch_db",base.view_model_data_search,Object,Objecte,
base,model,"ir.ui.view,arch_db",base.view_model_fields_search,Object,Objecte,
base,model,"ir.ui.view,arch_db",base.view_view_search,Object,Objecte,
base,model,"ir.ui.view,arch_db",base.view_window_action_form,Object,Objecte,
base,code,addons/model.py,148,Object %s doesn't exist,L'objecte %s no existeix,
base,model,"ir.model.fields,field_description",base.field_ir_model_fields_model,Object Name,Nom de l'objecte,
base,model,"ir.model.fields,field_description",base.field_ir_model_fields_relation,Object Relation,Relació de l'objecte,
base,model,"ir.ui.view,arch_db",base.report_irmodeloverview,Object:,Objecte:,
base,model,"ir.ui.view,arch_db",base.report_irmodulereference,Object:,Objecte:,
base,model,"ir.module.module,description",base.module_website_blog,"Odoo Blogs
----------

Write, Design, Promote and Engage with <a href=""https://www.odoo.com/page/blog-engine"">Odoo Blogs</a>.

Express yourself with the Odoo enterprise grade blogging platform. Write
beautiful blog posts, engage with visitors, translate content and moderate
social streams.

Get your blog posts efficiently referenced in Google and translated in mutiple
languages in just a few clicks.

Write Beautiful Blog Posts
--------------------------

Drag & Drop well designed *'Building Blocks'* to create beautifull blog posts
that perfectly integrates images, videos, call-to-actions, quotes, banners,
etc.

With our unique *'edit inline'* approach, you don't need to be a designer to
create awsome, good-looking, content. Each blog post will look like it's
designed by a professional designer.

Automated Translation by Professionals
--------------------------------------

Get your blog posts translated in multiple languages with no effort. Our
translation ""on demand"" feature allows you to benefit from professional
translators to translate all your changes automatically. (\$0.05 per word)
Translated versions are updated automatically once translated by professionals
(around 32 hours).

Engage With Your Visitors
-------------------------

The integrated website live chat feature allows you to start chatting in real time with
your visitors to get feedback on your recent posts or get ideas to write new
posts.

Engaging with your visitors is also a great way to convert visitors into
customers.

Build Visitor Loyalty
---------------------

The one click *follow* button will allow visitors to receive your blog posts by
email with no effort, without having to register. Social media icons allow
visitors to share your best blog posts easily.

Google Analytics Integration
----------------------------

Get a clear visibility of your sales funnel. Odoo's Google Analytics trackers
are configured by default to track all kinds of events related to shopping
carts, call-to-actions, etc.

As Odoo marketing tools (mass mailing, campaigns, etc) are also linked with
Google Analytics, you get a 360° view of your business.

SEO Optimized Blog Posts
------------------------

SEO tools are ready to use, with no configuration required. Odoo suggests
keywords for your titles according to Google's most searched terms, Google
Analytics tracks interests of your visitors, sitemaps are created automatically
for quick Google indexing, etc.

The system even creates structured content automatically to promote your
products and events effectively in Google.

Designer-Friendly Themes
------------------------

Themes are awesome and easy to design. You don't need to develop to create new
pages, themes or building blocks. We use a clean HTML structure, a
[bootstrap](http://getbootstrap.com/) CSS and our modularity allows you to
distribute your themes easily.

The building block approach allows the website to remain clean after end-users
start creating new contents.

Easy Access Rights
------------------

Not everyone requires the same access to your website. Designers manage the
layout of the site, editors approve content and authors write that content.
This lets you organize your publishing process according to your needs.

Other access rights are related to business objects (products, people, events,
etc) and directly following Odoo's standard access rights management, so you do
not have to configure things twice.
","Odoo Blogs
----------

Write, Design, Promote and Engage with <a href=""https://www.odoo.com/page/blog-engine"">Odoo Blogs</a>.

Express yourself with the Odoo enterprise grade blogging platform. Write
beautiful blog posts, engage with visitors, translate content and moderate
social streams.

Get your blog posts efficiently referenced in Google and translated in mutiple
languages in just a few clicks.

Write Beautiful Blog Posts
--------------------------

Drag & Drop well designed *'Building Blocks'* to create beautifull blog posts
that perfectly integrates images, videos, call-to-actions, quotes, banners,
etc.

With our unique *'edit inline'* approach, you don't need to be a designer to
create awsome, good-looking, content. Each blog post will look like it's
designed by a professional designer.

Automated Translation by Professionals
--------------------------------------

Get your blog posts translated in multiple languages with no effort. Our
translation ""on demand"" feature allows you to benefit from professional
translators to translate all your changes automatically. (\$0.05 per word)
Translated versions are updated automatically once translated by professionals
(around 32 hours).

Engage With Your Visitors
-------------------------

The integrated website live chat feature allows you to start chatting in real time with
your visitors to get feedback on your recent posts or get ideas to write new
posts.

Engaging with your visitors is also a great way to convert visitors into
customers.

Build Visitor Loyalty
---------------------

The one click *follow* button will allow visitors to receive your blog posts by
email with no effort, without having to register. Social media icons allow
visitors to share your best blog posts easily.

Google Analytics Integration
----------------------------

Get a clear visibility of your sales funnel. Odoo's Google Analytics trackers
are configured by default to track all kinds of events related to shopping
carts, call-to-actions, etc.

As Odoo marketing tools (mass mailing, campaigns, etc) are also linked with
Google Analytics, you get a 360° view of your business.

SEO Optimized Blog Posts
------------------------

SEO tools are ready to use, with no configuration required. Odoo suggests
keywords for your titles according to Google's most searched terms, Google
Analytics tracks interests of your visitors, sitemaps are created automatically
for quick Google indexing, etc.

The system even creates structured content automatically to promote your
products and events effectively in Google.

Designer-Friendly Themes
------------------------

Themes are awesome and easy to design. You don't need to develop to create new
pages, themes or building blocks. We use a clean HTML structure, a
[bootstrap](http://getbootstrap.com/) CSS and our modularity allows you to
distribute your themes easily.

The building block approach allows the website to remain clean after end-users
start creating new contents.

Easy Access Rights
------------------

Not everyone requires the same access to your website. Designers manage the
layout of the site, editors approve content and authors write that content.
This lets you organize your publishing process according to your needs.

Other access rights are related to business objects (products, people, events,
etc) and directly following Odoo's standard access rights management, so you do
not have to configure things twice.
",
base,model,"ir.module.module,description",base.module_crm,"Odoo CRM
--------

Boost sales productivity, improve win rates, grow revenue with the Odoo
<a href=""https://www.odoo.com/page/crm"">Open Source CRM</a>.

Manage your sales funnel with no effort. Attract leads, follow-up on phone
calls and meetings. Analyse the quality of your leads to make informed
decisions and save time by integrating emails directly into the application.

Your Sales Funnel, The Way You Like It
--------------------------------------

Track your opportunities pipeline with the revolutionary kanban view. Work
inside your sales funnel and get instant visual information about next actions,
new messages, top opportunities and expected revenues.

Lead Management Made Easy
-------------------------

Create leads automatically from incoming emails. Analyse leads efficiency and
compare performance by campaigns, channels or sales channel.

Find duplicates, merge leads and assign them to the right salesperson in one
operation. Spend less time on administration and more time on qualifying leads.

Organize Your Opportunities
---------------------------

Get your opportunities organized to stay focused on the best deals. Manage all
your customer interactions from the opportunity like emails, phone calls,
internal notes, meetings and quotations.

Follow opportunities that interest you to get notified upon specific events:
deal won or lost, stage changed, new customer demand, etc.

Email Integration and Automation
--------------------------------

Work with the email applications you already use every day. Whether your
company uses Microsoft Outlook or Gmail, no one needs to change the way they
work, so everyone stays productive.

Route, sort and filter incoming emails automatically. Odoo CRM handles incoming
emails and route them to the right opportunities or sales channel. New leads are
created on the fly and interested salespersons are notified automatically.

Collaborative Agenda
--------------------

Schedule your meetings and phone calls using the integrated calendar. You can
see your agenda and your colleagues' in one view. As a manager, it's easy to
see what your team is busy with.

Lead Automation and Marketing Campaigns
---------------------------------------

Drive performance by automating tasks with Odoo <a href=""https://www.odoo.com/page/crm"">CRM</a>.

Use our marketing campaigns to automate lead acquisition, follow ups and
promotions. Define automated actions (e.g. ask a salesperson to call, send an
email, ...) based on triggers (no activity since 20 days, answered a
promotional email, etc.)

Optimize campaigns from lead to close, on every channel. Make smarter decisions
about where to invest and show the impact of your marketing activities on your
company's bottom line.

Customize Your Sales Cycle
--------------------------

Customize your sales cycle by configuring sales stages that perfectly fit your
sales approach. Control statistics to get accurate forecasts to improve your
sales performance at every stage of your customer relationship.

Drive Engagement with Gamification
----------------------------------

### Leverage your team's natural desire for competition

Reinforce good habits and improve win rates with real-time recognition and
rewards inspired by [game mechanics](http://en.wikipedia.org/wiki/Gamification).
Align sales channels around clear business objectives with challenges, personal
objectives and team leader boards.

### Leaderboards

Promote leaders and competition amongst sales channel with performance ratios.

### Personal Objectives

Assign clear goals to users to align them with the company objectives.

### Team Targets

Compare revenues with forecasts and budgets in real time.

","Odoo CRM
--------

Boost sales productivity, improve win rates, grow revenue with the Odoo
<a href=""https://www.odoo.com/page/crm"">Open Source CRM</a>.

Manage your sales funnel with no effort. Attract leads, follow-up on phone
calls and meetings. Analyse the quality of your leads to make informed
decisions and save time by integrating emails directly into the application.

Your Sales Funnel, The Way You Like It
--------------------------------------

Track your opportunities pipeline with the revolutionary kanban view. Work
inside your sales funnel and get instant visual information about next actions,
new messages, top opportunities and expected revenues.

Lead Management Made Easy
-------------------------

Create leads automatically from incoming emails. Analyse leads efficiency and
compare performance by campaigns, channels or sales channel.

Find duplicates, merge leads and assign them to the right salesperson in one
operation. Spend less time on administration and more time on qualifying leads.

Organize Your Opportunities
---------------------------

Get your opportunities organized to stay focused on the best deals. Manage all
your customer interactions from the opportunity like emails, phone calls,
internal notes, meetings and quotations.

Follow opportunities that interest you to get notified upon specific events:
deal won or lost, stage changed, new customer demand, etc.

Email Integration and Automation
--------------------------------

Work with the email applications you already use every day. Whether your
company uses Microsoft Outlook or Gmail, no one needs to change the way they
work, so everyone stays productive.

Route, sort and filter incoming emails automatically. Odoo CRM handles incoming
emails and route them to the right opportunities or sales channel. New leads are
created on the fly and interested salespersons are notified automatically.

Collaborative Agenda
--------------------

Schedule your meetings and phone calls using the integrated calendar. You can
see your agenda and your colleagues' in one view. As a manager, it's easy to
see what your team is busy with.

Lead Automation and Marketing Campaigns
---------------------------------------

Drive performance by automating tasks with Odoo <a href=""https://www.odoo.com/page/crm"">CRM</a>.

Use our marketing campaigns to automate lead acquisition, follow ups and
promotions. Define automated actions (e.g. ask a salesperson to call, send an
email, ...) based on triggers (no activity since 20 days, answered a
promotional email, etc.)

Optimize campaigns from lead to close, on every channel. Make smarter decisions
about where to invest and show the impact of your marketing activities on your
company's bottom line.

Customize Your Sales Cycle
--------------------------

Customize your sales cycle by configuring sales stages that perfectly fit your
sales approach. Control statistics to get accurate forecasts to improve your
sales performance at every stage of your customer relationship.

Drive Engagement with Gamification
----------------------------------

### Leverage your team's natural desire for competition

Reinforce good habits and improve win rates with real-time recognition and
rewards inspired by [game mechanics](http://en.wikipedia.org/wiki/Gamification).
Align sales channels around clear business objectives with challenges, personal
objectives and team leader boards.

### Leaderboards

Promote leaders and competition amongst sales channel with performance ratios.

### Personal Objectives

Assign clear goals to users to align them with the company objectives.

### Team Targets

Compare revenues with forecasts and budgets in real time.

",
base,selection,"ir.module.module,license",0,Odoo Enterprise Edition License v1.0,Llicència Odoo Edició Enterprise v1.0,
